locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJOBDCKL_03058	CDS	2259				hypothetical protein
FJOBDCKL_03059	CDS	177				hypothetical protein
FJOBDCKL_03060	CDS	753	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FJOBDCKL_03061	CDS	180				hypothetical protein
FJOBDCKL_03062	CDS	495				Putative universal stress protein
FJOBDCKL_03063	CDS	633				hypothetical protein
FJOBDCKL_03064	CDS	858			COG2826	IS30 family transposase ISAeca1
FJOBDCKL_03065	CDS	498				IS3 family transposase ISPa31
FJOBDCKL_03066	CDS	1074				IS3 family transposase IS1240
FJOBDCKL_03067	CDS	306				hypothetical protein
FJOBDCKL_03068	CDS	336				hypothetical protein
FJOBDCKL_03069	CDS	1611				IS66 family transposase ISSal1
FJOBDCKL_03070	CDS	690				hypothetical protein
FJOBDCKL_03071	CDS	1980				hypothetical protein
FJOBDCKL_03072	tRNA	77				tRNA-Met(cat)
FJOBDCKL_03073	CDS	603				hypothetical protein
FJOBDCKL_03074	CDS	1035				hypothetical protein
FJOBDCKL_03075	CDS	1020				hypothetical protein
FJOBDCKL_03076	CDS	741	fhuF		COG4114	Ferric iron reductase protein FhuF
FJOBDCKL_03077	CDS	2196	pupB			Ferric-pseudobactin BN7/BN8 receptor
FJOBDCKL_03078	CDS	771	fhuC_1	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FJOBDCKL_03079	CDS	882	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FJOBDCKL_03080	CDS	687				hypothetical protein
FJOBDCKL_03081	CDS	528				hypothetical protein
FJOBDCKL_03082	CDS	93				hypothetical protein
FJOBDCKL_03083	CDS	2574				hypothetical protein
FJOBDCKL_03084	CDS	1998				hypothetical protein
FJOBDCKL_03085	CDS	948	ybbN		COG3118	putative protein YbbN
FJOBDCKL_03086	CDS	1164	patB	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
FJOBDCKL_03087	CDS	447				hypothetical protein
FJOBDCKL_03088	CDS	813				hypothetical protein
FJOBDCKL_03089	CDS	408				hypothetical protein
FJOBDCKL_03090	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
FJOBDCKL_03091	CDS	318				hypothetical protein
FJOBDCKL_03092	CDS	522				hypothetical protein
FJOBDCKL_03093	CDS	123				hypothetical protein
FJOBDCKL_03094	CDS	549	yvdD		COG1611	LOG family protein YvdD
FJOBDCKL_03095	CDS	501				hypothetical protein
FJOBDCKL_03096	CDS	516				hypothetical protein
FJOBDCKL_03097	CDS	1032	tas		COG0667	Protein tas
FJOBDCKL_03098	CDS	780				hypothetical protein
FJOBDCKL_03099	CDS	576	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
FJOBDCKL_03100	CDS	843				hypothetical protein
FJOBDCKL_03101	CDS	1908	fabY	2.3.1.180	COG0304	Beta-ketoacyl-[acyl-carrier-protein] synthase FabY
FJOBDCKL_03102	CDS	480	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
FJOBDCKL_03103	CDS	249	fdx		COG1145	Ferredoxin
FJOBDCKL_03104	CDS	324				hypothetical protein
FJOBDCKL_03105	CDS	615				hypothetical protein
FJOBDCKL_03106	CDS	1371	dinF		COG0534	DNA damage-inducible protein F
FJOBDCKL_03107	CDS	1311	atoE_2		COG2031	Putative short-chain fatty acid transporter
FJOBDCKL_03108	CDS	516				hypothetical protein
FJOBDCKL_03109	CDS	321				hypothetical protein
FJOBDCKL_03110	CDS	132				hypothetical protein
FJOBDCKL_03111	CDS	747	yfcA		COG0730	putative membrane transporter protein YfcA
FJOBDCKL_03112	CDS	444				hypothetical protein
FJOBDCKL_03113	CDS	360				hypothetical protein
FJOBDCKL_03114	CDS	540				hypothetical protein
FJOBDCKL_03115	CDS	474			COG0783	putative protein
FJOBDCKL_03116	CDS	1470	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FJOBDCKL_03117	CDS	1758	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
FJOBDCKL_03118	CDS	1509		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
FJOBDCKL_03119	CDS	2421				hypothetical protein
FJOBDCKL_03120	CDS	324				hypothetical protein
FJOBDCKL_03121	CDS	1479	yflS		COG0471	Putative malate transporter YflS
FJOBDCKL_03122	CDS	465				hypothetical protein
FJOBDCKL_03123	CDS	1056		3.1.-.-		Deoxyribonuclease
FJOBDCKL_03124	CDS	564				hypothetical protein
FJOBDCKL_03125	CDS	588				hypothetical protein
FJOBDCKL_03126	CDS	378				hypothetical protein
FJOBDCKL_03127	CDS	1053				hypothetical protein
FJOBDCKL_03128	CDS	1257	gltT			Proton/sodium-glutamate symport protein
FJOBDCKL_03129	CDS	774				hypothetical protein
FJOBDCKL_03130	CDS	1206	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
FJOBDCKL_03131	CDS	1326				hypothetical protein
FJOBDCKL_03132	CDS	1005	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FJOBDCKL_03133	CDS	705	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FJOBDCKL_03134	CDS	780	lptB_4	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FJOBDCKL_03135	CDS	1446				hypothetical protein
FJOBDCKL_03136	CDS	324				hypothetical protein
FJOBDCKL_03137	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA
FJOBDCKL_03138	CDS	552				hypothetical protein
FJOBDCKL_03139	CDS	1407	glnA	6.3.1.2	COG0174	Glutamine synthetase
FJOBDCKL_03140	CDS	561				hypothetical protein
FJOBDCKL_03141	CDS	1059	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
FJOBDCKL_03142	CDS	1416	glnG		COG2204	DNA-binding transcriptional regulator NtrC
FJOBDCKL_03143	CDS	321				hypothetical protein
FJOBDCKL_03144	CDS	270				hypothetical protein
FJOBDCKL_03145	CDS	1257	icd_2	1.1.1.42		Isocitrate dehydrogenase [NADP]
FJOBDCKL_03146	CDS	354	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
FJOBDCKL_03147	CDS	2274	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FJOBDCKL_03148	CDS	219	infA		COG0361	Translation initiation factor IF-1
FJOBDCKL_03149	CDS	738	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
FJOBDCKL_03150	CDS	744	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
FJOBDCKL_03151	CDS	3222				hypothetical protein
FJOBDCKL_03152	CDS	630	lolA		COG2834	Outer-membrane lipoprotein carrier protein
FJOBDCKL_03153	CDS	1341	rarA		COG2256	Replication-associated recombination protein A
FJOBDCKL_03154	CDS	552				hypothetical protein
FJOBDCKL_03155	CDS	777	murI	5.1.1.3	COG0796	Glutamate racemase
FJOBDCKL_03156	CDS	1128	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
FJOBDCKL_03157	CDS	4842	gdh_2	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
FJOBDCKL_03158	CDS	1359			COG2239	Magnesium transporter MgtE
FJOBDCKL_03159	tRNA	95				tRNA-Pro(ggg)
FJOBDCKL_03160	CDS	207	rmf			Ribosome modulation factor
FJOBDCKL_03161	CDS	2190	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
FJOBDCKL_03162	CDS	348				hypothetical protein
FJOBDCKL_03163	CDS	279				hypothetical protein
FJOBDCKL_03164	CDS	885				hypothetical protein
FJOBDCKL_03165	CDS	234				hypothetical protein
FJOBDCKL_03166	CDS	324	mazF_2	3.1.-.-	COG2337	putative endoribonuclease MazF
FJOBDCKL_03167	CDS	282				hypothetical protein
FJOBDCKL_03168	CDS	537	hin_2		COG1961	DNA-invertase hin
FJOBDCKL_03169	CDS	588	hin_3		COG1961	DNA-invertase hin
FJOBDCKL_03170	CDS	1248				hypothetical protein
FJOBDCKL_03171	CDS	810				hypothetical protein
FJOBDCKL_03172	CDS	1056		3.1.-.-		Deoxyribonuclease
FJOBDCKL_03173	CDS	1602				IS66 family transposase ISAeh1
FJOBDCKL_03174	CDS	357				IS66 family transposase IS1313
FJOBDCKL_03175	CDS	210				hypothetical protein
FJOBDCKL_03176	CDS	483				hypothetical protein
FJOBDCKL_03177	CDS	231				hypothetical protein
FJOBDCKL_03178	CDS	240				hypothetical protein
FJOBDCKL_03179	CDS	249				hypothetical protein
FJOBDCKL_03180	CDS	411				hypothetical protein
FJOBDCKL_03181	CDS	1143				hypothetical protein
FJOBDCKL_03182	CDS	378				hypothetical protein
FJOBDCKL_03183	CDS	345	higB2		COG4683	Putative toxin HigB2
FJOBDCKL_03184	CDS	303				hypothetical protein
FJOBDCKL_03185	CDS	930	smc_3			Chromosome partition protein Smc
FJOBDCKL_03186	CDS	225				hypothetical protein
FJOBDCKL_03187	CDS	981				hypothetical protein
FJOBDCKL_03188	CDS	642				hypothetical protein
FJOBDCKL_03189	CDS	198				hypothetical protein
FJOBDCKL_03190	CDS	318				hypothetical protein
FJOBDCKL_03191	CDS	675	hin_4		COG1961	DNA-invertase hin
FJOBDCKL_03192	CDS	180				hypothetical protein
FJOBDCKL_03193	CDS	906	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FJOBDCKL_03194	CDS	1086	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
FJOBDCKL_03195	CDS	528				hypothetical protein
FJOBDCKL_03196	CDS	426	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
FJOBDCKL_03197	rRNA	111				5S ribosomal RNA
FJOBDCKL_03198	CDS	2847	valS	6.1.1.9	COG0525	Valine--tRNA ligase
FJOBDCKL_03199	CDS	447	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
FJOBDCKL_03200	CDS	1101	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FJOBDCKL_03201	CDS	1521	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
FJOBDCKL_03202	CDS	1083	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
FJOBDCKL_03203	CDS	1065	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
FJOBDCKL_03204	CDS	477				hypothetical protein
FJOBDCKL_03205	CDS	207	bfd		COG2906	Bacterioferritin-associated ferredoxin
FJOBDCKL_03206	CDS	483	bfr	1.16.3.1	COG2193	Bacterioferritin
FJOBDCKL_03207	CDS	225				hypothetical protein
FJOBDCKL_03208	CDS	840	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
FJOBDCKL_03209	CDS	837	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
FJOBDCKL_03210	CDS	1170	fieF			Ferrous-iron efflux pump FieF
FJOBDCKL_03211	CDS	1746	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
FJOBDCKL_03212	CDS	420				hypothetical protein
FJOBDCKL_03213	CDS	735	cobB_2	3.5.1.-	COG0846	NAD-dependent protein deacylase
FJOBDCKL_03214	CDS	786				hypothetical protein
FJOBDCKL_03215	CDS	1233				hypothetical protein
FJOBDCKL_03216	CDS	1449	trkH		COG0168	Trk system potassium uptake protein TrkH
FJOBDCKL_03217	CDS	1374	trkA		COG0569	Trk system potassium uptake protein TrkA
FJOBDCKL_03218	CDS	207			COG3360	Dodecin
FJOBDCKL_03219	CDS	1362	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FJOBDCKL_03220	CDS	1005	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FJOBDCKL_03221	CDS	513	def	3.5.1.88	COG0242	Peptide deformylase
FJOBDCKL_03222	CDS	1092				hypothetical protein
FJOBDCKL_03223	CDS	948				hypothetical protein
FJOBDCKL_03224	CDS	1749				hypothetical protein
FJOBDCKL_03225	CDS	1260	xerC_6			Tyrosine recombinase XerC
FJOBDCKL_03226	CDS	156				hypothetical protein
FJOBDCKL_03227	CDS	777				hypothetical protein
FJOBDCKL_03228	CDS	981				hypothetical protein
FJOBDCKL_03229	CDS	2595				hypothetical protein
FJOBDCKL_03230	CDS	429	uspF		COG0589	Universal stress protein F
FJOBDCKL_03231	CDS	828				hypothetical protein
FJOBDCKL_03232	CDS	486				hypothetical protein
FJOBDCKL_03233	CDS	498				hypothetical protein
FJOBDCKL_03234	CDS	2154	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
FJOBDCKL_03235	CDS	1164				hypothetical protein
FJOBDCKL_03236	CDS	1341	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
FJOBDCKL_03237	CDS	672	degU_2		COG2197	Transcriptional regulatory protein DegU
FJOBDCKL_03238	CDS	1521	ald1	1.2.1.48		Long-chain-aldehyde dehydrogenase
FJOBDCKL_03239	CDS	1029		1.1.1.1		Alcohol dehydrogenase
FJOBDCKL_03240	CDS	240				hypothetical protein
FJOBDCKL_03241	CDS	630				hypothetical protein
FJOBDCKL_03242	CDS	1752	dauA		COG0659	C4-dicarboxylic acid transporter DauA
FJOBDCKL_03243	CDS	675				hypothetical protein
FJOBDCKL_03244	CDS	111				hypothetical protein
FJOBDCKL_03245	CDS	1125	xerC_7			Tyrosine recombinase XerC
FJOBDCKL_03246	CDS	588				hypothetical protein
FJOBDCKL_03247	CDS	1437				hypothetical protein
FJOBDCKL_03248	CDS	876	ribN			Riboflavin transporter
FJOBDCKL_03249	CDS	618	thiE_2	2.5.1.3		Thiamine-phosphate synthase
FJOBDCKL_03250	CDS	822	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FJOBDCKL_03251	CDS	279				hypothetical protein
FJOBDCKL_03252	CDS	1842	yejM		COG3083	Inner membrane protein YejM
FJOBDCKL_03253	CDS	519	yceJ_2		COG3038	Cytochrome b561 
FJOBDCKL_03254	CDS	1692	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
FJOBDCKL_03255	CDS	1386	qseC_3	2.7.13.3		Sensor protein QseC
FJOBDCKL_03256	CDS	681	qseB_4			Transcriptional regulatory protein QseB
FJOBDCKL_03257	CDS	684				hypothetical protein
FJOBDCKL_03258	CDS	843	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FJOBDCKL_03259	CDS	693				hypothetical protein
FJOBDCKL_03260	CDS	1485	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FJOBDCKL_03261	CDS	663				hypothetical protein
FJOBDCKL_03262	CDS	486				hypothetical protein
FJOBDCKL_03263	CDS	534	gloA_3	4.4.1.5		Lactoylglutathione lyase
FJOBDCKL_03264	CDS	969				hypothetical protein
FJOBDCKL_03265	CDS	738	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
FJOBDCKL_03266	CDS	1221				hypothetical protein
FJOBDCKL_03267	CDS	642				hypothetical protein
FJOBDCKL_03268	CDS	804				hypothetical protein
FJOBDCKL_03269	CDS	687			COG1136	putative ABC transporter ATP-binding protein
FJOBDCKL_03270	CDS	1008				hypothetical protein
FJOBDCKL_03271	CDS	1653		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FJOBDCKL_03272	CDS	1188	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
FJOBDCKL_03273	CDS	1155	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FJOBDCKL_03274	CDS	309				hypothetical protein
FJOBDCKL_03275	CDS	990	mntA		COG0803	Manganese-binding lipoprotein MntA
FJOBDCKL_03276	CDS	891	mntB_2			Manganese transport system membrane protein MntB
FJOBDCKL_03277	CDS	735	fhuC_2	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FJOBDCKL_03278	CDS	150				hypothetical protein
FJOBDCKL_03279	CDS	894			COG1073	putative protein
FJOBDCKL_03280	CDS	1185	ubiF	1.14.13.-	COG0654	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
FJOBDCKL_03281	CDS	471	crtK-2		COG3476	Tryptophan-rich protein TspO
FJOBDCKL_03282	CDS	1002	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
FJOBDCKL_03283	CDS	594				hypothetical protein
FJOBDCKL_03284	CDS	552	yceJ_3		COG3038	Cytochrome b561 
FJOBDCKL_03285	CDS	1221				hypothetical protein
FJOBDCKL_03286	CDS	1269	hmp_3	1.14.12.17		Flavohemoprotein
FJOBDCKL_03287	CDS	1119				hypothetical protein
FJOBDCKL_03288	CDS	1896				hypothetical protein
FJOBDCKL_03289	CDS	1389	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
FJOBDCKL_03290	CDS	231				hypothetical protein
FJOBDCKL_03291	CDS	822	nit1	3.5.1.-		Deaminated glutathione amidase
FJOBDCKL_03292	CDS	513	ymdB	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
FJOBDCKL_03293	CDS	1323	siaT_2		COG1593	Sialic acid TRAP transporter permease protein SiaT
FJOBDCKL_03294	CDS	480	uehB		COG3090	Ectoine/5-hydroxyectoine TRAP transporter small permease protein UehB
FJOBDCKL_03295	CDS	1011	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
FJOBDCKL_03296	CDS	489				hypothetical protein
FJOBDCKL_03297	CDS	1146	btuD_6	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_03298	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
FJOBDCKL_03299	CDS	834	modA		COG0725	Molybdate-binding protein ModA
FJOBDCKL_03300	CDS	732				hypothetical protein
FJOBDCKL_03301	CDS	1491	pykA	2.7.1.40	COG0469	Pyruvate kinase II
FJOBDCKL_03302	CDS	1341	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
FJOBDCKL_03303	CDS	888	glxR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FJOBDCKL_03304	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
FJOBDCKL_03305	CDS	1776	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
FJOBDCKL_03306	CDS	486	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
FJOBDCKL_03307	CDS	834	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
FJOBDCKL_03308	CDS	1554	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
FJOBDCKL_03309	CDS	594		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
FJOBDCKL_03310	CDS	555				hypothetical protein
FJOBDCKL_03311	CDS	576	nosL			Copper-binding lipoprotein NosL
FJOBDCKL_03312	CDS	825	nosY		COG1277	putative ABC transporter permease protein NosY
FJOBDCKL_03313	CDS	945	nosF		COG1131	putative ABC transporter ATP-binding protein NosF
FJOBDCKL_03314	CDS	1362	nosD			putative ABC transporter binding protein NosD
FJOBDCKL_03315	CDS	1893	nosZ	1.7.2.4		Nitrous-oxide reductase
FJOBDCKL_03316	CDS	2130				hypothetical protein
FJOBDCKL_03317	CDS	315				Cytochrome c-554(548)
FJOBDCKL_03318	CDS	453	nsrR		COG1959	HTH-type transcriptional repressor NsrR
FJOBDCKL_03319	CDS	414				hypothetical protein
FJOBDCKL_03320	CDS	936				hypothetical protein
FJOBDCKL_03321	CDS	1386	hemN_3	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
FJOBDCKL_03322	CDS	918				hypothetical protein
FJOBDCKL_03323	CDS	513				hypothetical protein
FJOBDCKL_03324	CDS	591				hypothetical protein
FJOBDCKL_03325	CDS	903				hypothetical protein
FJOBDCKL_03326	CDS	720	mip	5.2.1.8	COG0545	Outer membrane protein MIP
FJOBDCKL_03327	CDS	279				ISL3 family transposase ISDvu5
FJOBDCKL_03328	CDS	1680				IS1634 family transposase ISCARN23
FJOBDCKL_03329	CDS	1281	wzxE		COG2244	Lipid III flippase
FJOBDCKL_03330	CDS	1125	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
FJOBDCKL_03331	CDS	528	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
FJOBDCKL_03332	CDS	393	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
FJOBDCKL_03333	CDS	879	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FJOBDCKL_03334	CDS	1062	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FJOBDCKL_03335	CDS	1026	xerC_8			Tyrosine recombinase XerC
FJOBDCKL_03336	CDS	1110				hypothetical protein
FJOBDCKL_03337	CDS	582	ompW_2		COG3047	Outer membrane protein W
FJOBDCKL_03338	CDS	792	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
FJOBDCKL_03339	CDS	1167	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FJOBDCKL_03340	CDS	2493				hypothetical protein
FJOBDCKL_03341	CDS	978				hypothetical protein
FJOBDCKL_03342	CDS	558	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
FJOBDCKL_03343	CDS	936	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
FJOBDCKL_03344	CDS	813	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FJOBDCKL_03345	CDS	258				hypothetical protein
FJOBDCKL_03346	CDS	804	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
FJOBDCKL_03347	CDS	867				hypothetical protein
FJOBDCKL_03348	CDS	1404	der		COG1160	GTPase Der
FJOBDCKL_03349	CDS	1149	bamB		COG1520	Outer membrane protein assembly factor BamB
FJOBDCKL_03350	CDS	678				hypothetical protein
FJOBDCKL_03351	CDS	1314	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
FJOBDCKL_03352	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FJOBDCKL_03353	CDS	1044	rodZ		COG1426	Cytoskeleton protein RodZ
FJOBDCKL_03354	CDS	750	lapB_2			Lipopolysaccharide assembly protein B
FJOBDCKL_03355	CDS	1128	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
FJOBDCKL_03356	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
FJOBDCKL_03357	CDS	327	iscA		COG0316	Iron-binding protein IscA
FJOBDCKL_03358	CDS	1158	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
FJOBDCKL_03359	CDS	474	iscR		COG1959	HTH-type transcriptional regulator IscR
FJOBDCKL_03360	CDS	402				hypothetical protein
FJOBDCKL_03361	CDS	1251	lutA_2			Lactate utilization protein A
FJOBDCKL_03362	CDS	1134				hypothetical protein
FJOBDCKL_03363	CDS	1506		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FJOBDCKL_03364	CDS	780	glcC		COG2186	Glc operon transcriptional activator
FJOBDCKL_03365	CDS	1701	lldP		COG1620	L-lactate permease
FJOBDCKL_03366	CDS	708	ligE			Beta-etherase
FJOBDCKL_03367	CDS	354				hypothetical protein
FJOBDCKL_03368	CDS	639				Putative phosphoribosyl transferase
FJOBDCKL_03369	CDS	852				hypothetical protein
FJOBDCKL_03370	CDS	1419	pucK		COG2233	Uric acid permease PucK
FJOBDCKL_03371	CDS	534	pucL		COG3195	Uric acid degradation bifunctional protein PucL
FJOBDCKL_03372	CDS	354	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
FJOBDCKL_03373	CDS	1206				hypothetical protein
FJOBDCKL_03374	CDS	717				hypothetical protein
FJOBDCKL_03375	CDS	930				hypothetical protein
FJOBDCKL_03376	CDS	390				hypothetical protein
FJOBDCKL_03377	CDS	573	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
FJOBDCKL_03378	CDS	909	hdfR_2			HTH-type transcriptional regulator HdfR
FJOBDCKL_03379	CDS	1512	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
FJOBDCKL_03380	CDS	1647	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
FJOBDCKL_03381	CDS	207	cspG		COG1278	Cold shock-like protein CspG
FJOBDCKL_03382	CDS	669	estB	3.1.1.1	COG0400	Carboxylesterase 2
FJOBDCKL_03383	CDS	1203	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
FJOBDCKL_03384	CDS	1338				hypothetical protein
FJOBDCKL_03385	CDS	222				hypothetical protein
FJOBDCKL_03386	CDS	1395				hypothetical protein
FJOBDCKL_03387	CDS	1026				hypothetical protein
FJOBDCKL_03388	CDS	723				hypothetical protein
FJOBDCKL_03389	CDS	1611				hypothetical protein
FJOBDCKL_03390	CDS	1857	btuD_7	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FJOBDCKL_03391	CDS	579	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
FJOBDCKL_03392	CDS	1224				hypothetical protein
FJOBDCKL_03393	CDS	771	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
FJOBDCKL_03394	CDS	732	hisM		COG4160	Histidine transport system permease protein HisM
FJOBDCKL_03395	CDS	705	hisQ		COG4215	Histidine transport system permease protein HisQ
FJOBDCKL_03396	CDS	771	occP			Octopine permease ATP-binding protein P
FJOBDCKL_03397	CDS	1026	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
FJOBDCKL_03398	CDS	873	ubiE_4	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FJOBDCKL_03399	CDS	1590				hypothetical protein
FJOBDCKL_03400	CDS	633	ydhU		COG4117	Putative cytochrome YdhU
FJOBDCKL_03401	CDS	1074	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
FJOBDCKL_03402	CDS	906	dmlR_2			HTH-type transcriptional regulator DmlR
FJOBDCKL_03403	CDS	225				hypothetical protein
FJOBDCKL_03404	CDS	1305	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FJOBDCKL_03405	CDS	678				hypothetical protein
FJOBDCKL_03406	CDS	1176		1.14.11.1		Gamma-butyrobetaine dioxygenase
FJOBDCKL_03407	CDS	546				hypothetical protein
FJOBDCKL_03408	CDS	333	prlF		COG2002	Antitoxin PrlF
FJOBDCKL_03409	CDS	279				hypothetical protein
FJOBDCKL_03410	CDS	255				hypothetical protein
FJOBDCKL_03411	CDS	294				IS3 family transposase ISPa133
FJOBDCKL_03412	CDS	801				hypothetical protein
FJOBDCKL_03413	CDS	324	higA-1		COG3093	Antitoxin HigA-1
FJOBDCKL_03414	CDS	291	higB-1		COG3549	Toxin HigB-1
FJOBDCKL_03415	CDS	810				hypothetical protein
FJOBDCKL_03416	CDS	2358				hypothetical protein
FJOBDCKL_03417	CDS	2343				hypothetical protein
